id,n_sentences,input,answer
56,16,"The delegation travelled from Italy to Peru before the summit. Researchers in Egypt collaborated with a team based in Greece. The delegation travelled from Norway to Germany before the summit. The delegation travelled from Sweden to Japan before the summit. Sweden and Egypt signed a joint statement on trade. The documentary contrasted life in Norway with that in Egypt. Researchers in Australia collaborated with a team based in Sweden. The delegation travelled from Argentina to China before the summit. Kenya and Japan signed a joint statement on trade. Exports from Japan rose sharply while Italy reported a decline. Exports from Australia rose sharply while India reported a decline. China and Germany signed a joint statement on trade. After leaving Kenya, the group spent three weeks in Brazil. Researchers in Greece collaborated with a team based in Sweden. The documentary contrasted life in Norway with that in Germany. After leaving Norway, the group spent three weeks in Chile.","{""Argentina"": 1, ""Australia"": 2, ""Brazil"": 1, ""Chile"": 1, ""China"": 2, ""Egypt"": 3, ""Germany"": 3, ""Greece"": 2, ""India"": 1, ""Italy"": 2, ""Japan"": 3, ""Kenya"": 2, ""Norway"": 4, ""Peru"": 1, ""Sweden"": 4}"
57,16,"Exports from Poland rose sharply while Australia reported a decline. Japan and Kenya signed a joint statement on trade. The delegation travelled from Sweden to India before the summit. Argentina and Italy signed a joint statement on trade. The delegation travelled from Norway to Japan before the summit. The documentary contrasted life in Italy with that in Canada. The delegation travelled from France to Poland before the summit. Exports from Spain rose sharply while Canada reported a decline. The delegation travelled from Kenya to France before the summit. After leaving Greece, the group spent three weeks in China. The delegation travelled from Germany to China before the summit. Researchers in China collaborated with a team based in Kenya. Researchers in France collaborated with a team based in Argentina. Researchers in Poland collaborated with a team based in Kenya. The delegation travelled from France to Brazil before the summit. Researchers in Australia collaborated with a team based in Greece.","{""Argentina"": 2, ""Australia"": 2, ""Brazil"": 1, ""Canada"": 2, ""China"": 3, ""France"": 4, ""Germany"": 1, ""Greece"": 2, ""India"": 1, ""Italy"": 2, ""Japan"": 2, ""Kenya"": 4, ""Norway"": 1, ""Poland"": 3, ""Spain"": 1, ""Sweden"": 1}"
58,16,"After leaving India, the group spent three weeks in Egypt. After leaving Spain, the group spent three weeks in Egypt. After leaving Mexico, the group spent three weeks in Egypt. The documentary contrasted life in Canada with that in Australia. Exports from Greece rose sharply while Sweden reported a decline. Exports from Mexico rose sharply while France reported a decline. Germany and China signed a joint statement on trade. Exports from Peru rose sharply while China reported a decline. Researchers in Spain collaborated with a team based in Chile. The documentary contrasted life in Argentina with that in India. After leaving Sweden, the group spent three weeks in Poland. The documentary contrasted life in Poland with that in Chile. The documentary contrasted life in Sweden with that in Kenya. The delegation travelled from Norway to Canada before the summit. After leaving Chile, the group spent three weeks in Mexico. The delegation travelled from Australia to Peru before the summit.","{""Argentina"": 1, ""Australia"": 2, ""Canada"": 2, ""Chile"": 3, ""China"": 2, ""Egypt"": 3, ""France"": 1, ""Germany"": 1, ""Greece"": 1, ""India"": 2, ""Kenya"": 1, ""Mexico"": 3, ""Norway"": 1, ""Peru"": 2, ""Poland"": 2, ""Spain"": 2, ""Sweden"": 3}"
59,16,"The documentary contrasted life in Spain with that in Canada. Exports from Brazil rose sharply while Canada reported a decline. The documentary contrasted life in Japan with that in India. Brazil and Norway signed a joint statement on trade. Exports from Norway rose sharply while Germany reported a decline. The delegation travelled from India to Argentina before the summit. After leaving Australia, the group spent three weeks in Egypt. After leaving Norway, the group spent three weeks in Egypt. Exports from Italy rose sharply while Brazil reported a decline. The documentary contrasted life in Italy with that in Norway. After leaving Argentina, the group spent three weeks in Greece. After leaving Mexico, the group spent three weeks in France. The documentary contrasted life in France with that in Poland. The documentary contrasted life in Spain with that in Japan. After leaving China, the group spent three weeks in Poland. The documentary contrasted life in Spain with that in France.","{""Argentina"": 2, ""Australia"": 1, ""Brazil"": 3, ""Canada"": 2, ""China"": 1, ""Egypt"": 2, ""France"": 3, ""Germany"": 1, ""Greece"": 1, ""India"": 2, ""Italy"": 2, ""Japan"": 2, ""Mexico"": 1, ""Norway"": 4, ""Poland"": 2, ""Spain"": 3}"
60,16,"Peru and India signed a joint statement on trade. After leaving Kenya, the group spent three weeks in Brazil. The delegation travelled from Kenya to Japan before the summit. Germany and Norway signed a joint statement on trade. The delegation travelled from Italy to Poland before the summit. After leaving France, the group spent three weeks in Mexico. Researchers in Brazil collaborated with a team based in Japan. Greece and Peru signed a joint statement on trade. Exports from Germany rose sharply while Peru reported a decline. Researchers in Egypt collaborated with a team based in Greece. Exports from Germany rose sharply while France reported a decline. Researchers in China collaborated with a team based in India. The documentary contrasted life in China with that in Brazil. Japan and Argentina signed a joint statement on trade. The documentary contrasted life in France with that in Kenya. The delegation travelled from Japan to Norway before the summit.","{""Argentina"": 1, ""Brazil"": 3, ""China"": 2, ""Egypt"": 1, ""France"": 3, ""Germany"": 3, ""Greece"": 2, ""India"": 2, ""Italy"": 1, ""Japan"": 4, ""Kenya"": 3, ""Mexico"": 1, ""Norway"": 2, ""Peru"": 3, ""Poland"": 1}"
61,16,"After leaving Canada, the group spent three weeks in Australia. Researchers in China collaborated with a team based in Peru. Exports from Peru rose sharply while Greece reported a decline. Exports from Norway rose sharply while India reported a decline. The delegation travelled from Japan to Chile before the summit. Sweden and Argentina signed a joint statement on trade. The delegation travelled from Brazil to Greece before the summit. India and Peru signed a joint statement on trade. Canada and Germany signed a joint statement on trade. Researchers in Argentina collaborated with a team based in Germany. Researchers in Poland collaborated with a team based in China. The delegation travelled from Germany to China before the summit. Researchers in Norway collaborated with a team based in Spain. After leaving Sweden, the group spent three weeks in France. Researchers in France collaborated with a team based in Canada. The documentary contrasted life in Kenya with that in Brazil.","{""Argentina"": 2, ""Australia"": 1, ""Brazil"": 2, ""Canada"": 3, ""Chile"": 1, ""China"": 3, ""France"": 2, ""Germany"": 3, ""Greece"": 2, ""India"": 2, ""Japan"": 1, ""Kenya"": 1, ""Norway"": 2, ""Peru"": 3, ""Poland"": 1, ""Spain"": 1, ""Sweden"": 2}"
62,16,"Sweden and Chile signed a joint statement on trade. The delegation travelled from Mexico to Peru before the summit. Researchers in Norway collaborated with a team based in Poland. Researchers in Egypt collaborated with a team based in Poland. Exports from Italy rose sharply while Sweden reported a decline. After leaving Spain, the group spent three weeks in Mexico. After leaving India, the group spent three weeks in Australia. Researchers in Mexico collaborated with a team based in Norway. After leaving France, the group spent three weeks in Spain. Exports from Poland rose sharply while France reported a decline. Exports from Chile rose sharply while Germany reported a decline. The delegation travelled from Mexico to China before the summit. Germany and China signed a joint statement on trade. Mexico and France signed a joint statement on trade. After leaving Greece, the group spent three weeks in Norway. The delegation travelled from Chile to Italy before the summit.","{""Australia"": 1, ""Chile"": 3, ""China"": 2, ""Egypt"": 1, ""France"": 3, ""Germany"": 2, ""Greece"": 1, ""India"": 1, ""Italy"": 2, ""Mexico"": 5, ""Norway"": 3, ""Peru"": 1, ""Poland"": 3, ""Spain"": 2, ""Sweden"": 2}"
63,16,"After leaving Japan, the group spent three weeks in Spain. The delegation travelled from Chile to Sweden before the summit. After leaving Poland, the group spent three weeks in Peru. The delegation travelled from Australia to Peru before the summit. After leaving Greece, the group spent three weeks in Chile. After leaving Norway, the group spent three weeks in Peru. After leaving Norway, the group spent three weeks in Australia. Exports from Japan rose sharply while Poland reported a decline. Exports from China rose sharply while Germany reported a decline. After leaving Peru, the group spent three weeks in China. The delegation travelled from Argentina to Germany before the summit. The documentary contrasted life in France with that in Germany. The delegation travelled from Kenya to Canada before the summit. Exports from Argentina rose sharply while Poland reported a decline. After leaving Spain, the group spent three weeks in Japan. The documentary contrasted life in Spain with that in Kenya.","{""Argentina"": 2, ""Australia"": 2, ""Canada"": 1, ""Chile"": 2, ""China"": 2, ""France"": 1, ""Germany"": 3, ""Greece"": 1, ""Japan"": 3, ""Kenya"": 2, ""Norway"": 2, ""Peru"": 4, ""Poland"": 3, ""Spain"": 3, ""Sweden"": 1}"
64,16,"Exports from Italy rose sharply while Spain reported a decline. The delegation travelled from China to Mexico before the summit. Exports from Greece rose sharply while Germany reported a decline. Kenya and Argentina signed a joint statement on trade. The documentary contrasted life in Australia with that in Kenya. The delegation travelled from Canada to Spain before the summit. Exports from Canada rose sharply while Japan reported a decline. Kenya and Argentina signed a joint statement on trade. Mexico and Poland signed a joint statement on trade. Researchers in France collaborated with a team based in Canada. After leaving Spain, the group spent three weeks in Italy. Exports from Kenya rose sharply while Japan reported a decline. Brazil and France signed a joint statement on trade. The documentary contrasted life in Norway with that in Egypt. Exports from Greece rose sharply while Norway reported a decline. Researchers in Spain collaborated with a team based in Brazil.","{""Argentina"": 2, ""Australia"": 1, ""Brazil"": 2, ""Canada"": 3, ""China"": 1, ""Egypt"": 1, ""France"": 2, ""Germany"": 1, ""Greece"": 2, ""Italy"": 2, ""Japan"": 2, ""Kenya"": 4, ""Mexico"": 2, ""Norway"": 2, ""Poland"": 1, ""Spain"": 4}"
65,16,"After leaving France, the group spent three weeks in Brazil. The documentary contrasted life in Australia with that in Norway. Researchers in Norway collaborated with a team based in Sweden. The documentary contrasted life in Canada with that in Egypt. The delegation travelled from Norway to Germany before the summit. After leaving Kenya, the group spent three weeks in Peru. The delegation travelled from Peru to Spain before the summit. After leaving Mexico, the group spent three weeks in China. Researchers in China collaborated with a team based in Germany. The documentary contrasted life in Kenya with that in China. After leaving Peru, the group spent three weeks in Italy. Sweden and France signed a joint statement on trade. After leaving Greece, the group spent three weeks in India. The delegation travelled from Chile to Brazil before the summit. The delegation travelled from Australia to Spain before the summit. The documentary contrasted life in Canada with that in Kenya.","{""Australia"": 2, ""Brazil"": 2, ""Canada"": 2, ""Chile"": 1, ""China"": 3, ""Egypt"": 1, ""France"": 2, ""Germany"": 2, ""Greece"": 1, ""India"": 1, ""Italy"": 1, ""Kenya"": 3, ""Mexico"": 1, ""Norway"": 3, ""Peru"": 3, ""Spain"": 2, ""Sweden"": 2}"
66,16,"Germany and Argentina signed a joint statement on trade. The documentary contrasted life in Germany with that in India. The documentary contrasted life in China with that in Spain. Japan and Spain signed a joint statement on trade. Germany and Argentina signed a joint statement on trade. Argentina and Canada signed a joint statement on trade. Researchers in Chile collaborated with a team based in Australia. The documentary contrasted life in France with that in Norway. The delegation travelled from Spain to Germany before the summit. Researchers in Norway collaborated with a team based in Egypt. The documentary contrasted life in Poland with that in Spain. Japan and Norway signed a joint statement on trade. The delegation travelled from Sweden to Argentina before the summit. The documentary contrasted life in Greece with that in Kenya. After leaving China, the group spent three weeks in Peru. The documentary contrasted life in Kenya with that in Australia.","{""Argentina"": 4, ""Australia"": 2, ""Canada"": 1, ""Chile"": 1, ""China"": 2, ""Egypt"": 1, ""France"": 1, ""Germany"": 4, ""Greece"": 1, ""India"": 1, ""Japan"": 2, ""Kenya"": 2, ""Norway"": 3, ""Peru"": 1, ""Poland"": 1, ""Spain"": 4, ""Sweden"": 1}"
67,16,"After leaving Poland, the group spent three weeks in Peru. The delegation travelled from Poland to India before the summit. The delegation travelled from Chile to Egypt before the summit. Greece and Poland signed a joint statement on trade. Researchers in Italy collaborated with a team based in China. After leaving Germany, the group spent three weeks in Egypt. The delegation travelled from France to Italy before the summit. The delegation travelled from Egypt to Kenya before the summit. Exports from Kenya rose sharply while Egypt reported a decline. The documentary contrasted life in Spain with that in Mexico. After leaving Greece, the group spent three weeks in Australia. The delegation travelled from Poland to Sweden before the summit. The delegation travelled from Australia to Germany before the summit. Researchers in Spain collaborated with a team based in Argentina. Researchers in Poland collaborated with a team based in Argentina. The delegation travelled from Egypt to Italy before the summit.","{""Argentina"": 2, ""Australia"": 2, ""Chile"": 1, ""China"": 1, ""Egypt"": 5, ""France"": 1, ""Germany"": 2, ""Greece"": 2, ""India"": 1, ""Italy"": 3, ""Kenya"": 2, ""Mexico"": 1, ""Peru"": 1, ""Poland"": 5, ""Spain"": 2, ""Sweden"": 1}"
68,16,"The delegation travelled from Sweden to Italy before the summit. The delegation travelled from China to India before the summit. Researchers in India collaborated with a team based in Canada. The documentary contrasted life in Canada with that in China. Researchers in Canada collaborated with a team based in Spain. Exports from Brazil rose sharply while Peru reported a decline. The delegation travelled from Peru to India before the summit. The delegation travelled from Sweden to Canada before the summit. Chile and Argentina signed a joint statement on trade. Exports from Chile rose sharply while France reported a decline. Exports from France rose sharply while Chile reported a decline. The documentary contrasted life in France with that in Chile. After leaving Canada, the group spent three weeks in Greece. After leaving Japan, the group spent three weeks in China. Researchers in Sweden collaborated with a team based in Germany. The delegation travelled from Japan to Peru before the summit.","{""Argentina"": 1, ""Brazil"": 1, ""Canada"": 5, ""Chile"": 4, ""China"": 3, ""France"": 3, ""Germany"": 1, ""Greece"": 1, ""India"": 3, ""Italy"": 1, ""Japan"": 2, ""Peru"": 3, ""Spain"": 1, ""Sweden"": 3}"
69,16,"Exports from Greece rose sharply while Egypt reported a decline. After leaving Spain, the group spent three weeks in Poland. Researchers in Argentina collaborated with a team based in France. The documentary contrasted life in Germany with that in France. The delegation travelled from Germany to Australia before the summit. Exports from India rose sharply while Egypt reported a decline. After leaving Spain, the group spent three weeks in India. Exports from Mexico rose sharply while China reported a decline. Researchers in Peru collaborated with a team based in Poland. Exports from Norway rose sharply while Japan reported a decline. The documentary contrasted life in Sweden with that in Canada. The documentary contrasted life in Japan with that in Sweden. Exports from Brazil rose sharply while Spain reported a decline. The delegation travelled from Italy to Egypt before the summit. Researchers in China collaborated with a team based in Spain. Exports from Egypt rose sharply while Japan reported a decline.","{""Argentina"": 1, ""Australia"": 1, ""Brazil"": 1, ""Canada"": 1, ""China"": 2, ""Egypt"": 4, ""France"": 2, ""Germany"": 2, ""Greece"": 1, ""India"": 2, ""Italy"": 1, ""Japan"": 3, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 1, ""Poland"": 2, ""Spain"": 4, ""Sweden"": 2}"
70,16,"The documentary contrasted life in Greece with that in Sweden. Japan and China signed a joint statement on trade. The documentary contrasted life in France with that in Chile. The documentary contrasted life in Argentina with that in Japan. Researchers in Argentina collaborated with a team based in Japan. After leaving Kenya, the group spent three weeks in Spain. The delegation travelled from China to Italy before the summit. Exports from Poland rose sharply while Spain reported a decline. Researchers in India collaborated with a team based in Greece. Exports from France rose sharply while Canada reported a decline. After leaving Japan, the group spent three weeks in Norway. Brazil and France signed a joint statement on trade. The documentary contrasted life in Canada with that in China. Sweden and Spain signed a joint statement on trade. Exports from Argentina rose sharply while Italy reported a decline. The documentary contrasted life in Germany with that in China.","{""Argentina"": 3, ""Brazil"": 1, ""Canada"": 2, ""Chile"": 1, ""China"": 4, ""France"": 3, ""Germany"": 1, ""Greece"": 2, ""India"": 1, ""Italy"": 2, ""Japan"": 4, ""Kenya"": 1, ""Norway"": 1, ""Poland"": 1, ""Spain"": 3, ""Sweden"": 2}"
71,16,"The documentary contrasted life in Japan with that in Australia. The delegation travelled from Canada to Mexico before the summit. Researchers in Mexico collaborated with a team based in Argentina. After leaving Japan, the group spent three weeks in Sweden. After leaving Chile, the group spent three weeks in Spain. After leaving Norway, the group spent three weeks in Spain. Exports from Norway rose sharply while Peru reported a decline. Exports from India rose sharply while France reported a decline. The documentary contrasted life in France with that in Poland. The documentary contrasted life in Chile with that in Australia. The documentary contrasted life in Argentina with that in Chile. Peru and Brazil signed a joint statement on trade. Researchers in India collaborated with a team based in Italy. Exports from Greece rose sharply while Brazil reported a decline. The delegation travelled from Norway to Egypt before the summit. The delegation travelled from Norway to Italy before the summit.","{""Argentina"": 2, ""Australia"": 2, ""Brazil"": 2, ""Canada"": 1, ""Chile"": 3, ""Egypt"": 1, ""France"": 2, ""Greece"": 1, ""India"": 2, ""Italy"": 2, ""Japan"": 2, ""Mexico"": 2, ""Norway"": 4, ""Peru"": 2, ""Poland"": 1, ""Spain"": 2, ""Sweden"": 1}"
72,16,"The delegation travelled from France to Norway before the summit. Researchers in France collaborated with a team based in Brazil. The delegation travelled from Mexico to Poland before the summit. The documentary contrasted life in Sweden with that in Poland. Researchers in France collaborated with a team based in Brazil. The delegation travelled from Brazil to Egypt before the summit. Canada and Brazil signed a joint statement on trade. Researchers in Brazil collaborated with a team based in Japan. Exports from Mexico rose sharply while Germany reported a decline. The documentary contrasted life in Norway with that in Chile. Researchers in Mexico collaborated with a team based in Australia. Researchers in Germany collaborated with a team based in Canada. The documentary contrasted life in Chile with that in Greece. Exports from Australia rose sharply while Italy reported a decline. The documentary contrasted life in Germany with that in Canada. After leaving Mexico, the group spent three weeks in Germany.","{""Australia"": 2, ""Brazil"": 5, ""Canada"": 3, ""Chile"": 2, ""Egypt"": 1, ""France"": 3, ""Germany"": 4, ""Greece"": 1, ""Italy"": 1, ""Japan"": 1, ""Mexico"": 4, ""Norway"": 2, ""Poland"": 2, ""Sweden"": 1}"
73,16,"Peru and Italy signed a joint statement on trade. The delegation travelled from Egypt to Mexico before the summit. Researchers in Egypt collaborated with a team based in Italy. Exports from Poland rose sharply while Japan reported a decline. The delegation travelled from Chile to Argentina before the summit. After leaving Argentina, the group spent three weeks in Spain. The documentary contrasted life in Brazil with that in Greece. The documentary contrasted life in China with that in Mexico. After leaving India, the group spent three weeks in Sweden. The documentary contrasted life in China with that in India. Exports from India rose sharply while Argentina reported a decline. The delegation travelled from Greece to Australia before the summit. After leaving Brazil, the group spent three weeks in Mexico. After leaving India, the group spent three weeks in Norway. The delegation travelled from Spain to Sweden before the summit. The delegation travelled from Spain to Australia before the summit.","{""Argentina"": 3, ""Australia"": 2, ""Brazil"": 2, ""Chile"": 1, ""China"": 2, ""Egypt"": 2, ""Greece"": 2, ""India"": 4, ""Italy"": 2, ""Japan"": 1, ""Mexico"": 3, ""Norway"": 1, ""Peru"": 1, ""Poland"": 1, ""Spain"": 3, ""Sweden"": 2}"
74,16,"The delegation travelled from Peru to Norway before the summit. Researchers in India collaborated with a team based in Argentina. Researchers in Chile collaborated with a team based in Japan. The delegation travelled from Australia to Mexico before the summit. The delegation travelled from Peru to Argentina before the summit. After leaving Peru, the group spent three weeks in Sweden. Exports from Japan rose sharply while Canada reported a decline. After leaving France, the group spent three weeks in Canada. After leaving Kenya, the group spent three weeks in Germany. After leaving Brazil, the group spent three weeks in Japan. Chile and Norway signed a joint statement on trade. The delegation travelled from Spain to Greece before the summit. After leaving Sweden, the group spent three weeks in Egypt. After leaving Peru, the group spent three weeks in Norway. Spain and Chile signed a joint statement on trade. Spain and Sweden signed a joint statement on trade.","{""Argentina"": 2, ""Australia"": 1, ""Brazil"": 1, ""Canada"": 2, ""Chile"": 3, ""Egypt"": 1, ""France"": 1, ""Germany"": 1, ""Greece"": 1, ""India"": 1, ""Japan"": 3, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 3, ""Peru"": 4, ""Spain"": 3, ""Sweden"": 3}"
75,16,"The documentary contrasted life in Australia with that in Italy. Canada and Brazil signed a joint statement on trade. Researchers in Chile collaborated with a team based in Sweden. The documentary contrasted life in Japan with that in Canada. Exports from Germany rose sharply while China reported a decline. Exports from Chile rose sharply while Norway reported a decline. Argentina and France signed a joint statement on trade. Exports from China rose sharply while Norway reported a decline. The documentary contrasted life in Argentina with that in Spain. Researchers in Mexico collaborated with a team based in Spain. Researchers in Germany collaborated with a team based in Poland. The documentary contrasted life in Egypt with that in Germany. The delegation travelled from Italy to Poland before the summit. After leaving Canada, the group spent three weeks in India. The documentary contrasted life in Germany with that in Peru. Exports from Germany rose sharply while Japan reported a decline.","{""Argentina"": 2, ""Australia"": 1, ""Brazil"": 1, ""Canada"": 3, ""Chile"": 2, ""China"": 2, ""Egypt"": 1, ""France"": 1, ""Germany"": 5, ""India"": 1, ""Italy"": 2, ""Japan"": 2, ""Mexico"": 1, ""Norway"": 2, ""Peru"": 1, ""Poland"": 2, ""Spain"": 2, ""Sweden"": 1}"
76,16,"Exports from Sweden rose sharply while Norway reported a decline. The documentary contrasted life in Italy with that in Spain. Exports from Brazil rose sharply while Greece reported a decline. After leaving Germany, the group spent three weeks in Egypt. Exports from Italy rose sharply while Norway reported a decline. After leaving Argentina, the group spent three weeks in Egypt. Poland and Egypt signed a joint statement on trade. Kenya and Mexico signed a joint statement on trade. The documentary contrasted life in Greece with that in Chile. Exports from Norway rose sharply while China reported a decline. Researchers in France collaborated with a team based in Canada. Poland and Kenya signed a joint statement on trade. Researchers in Peru collaborated with a team based in Chile. Researchers in China collaborated with a team based in Japan. The documentary contrasted life in Germany with that in Kenya. Researchers in Spain collaborated with a team based in Canada.","{""Argentina"": 1, ""Brazil"": 1, ""Canada"": 2, ""Chile"": 2, ""China"": 2, ""Egypt"": 3, ""France"": 1, ""Germany"": 2, ""Greece"": 2, ""Italy"": 2, ""Japan"": 1, ""Kenya"": 3, ""Mexico"": 1, ""Norway"": 3, ""Peru"": 1, ""Poland"": 2, ""Spain"": 2, ""Sweden"": 1}"
77,16,"After leaving Peru, the group spent three weeks in Argentina. Spain and Canada signed a joint statement on trade. Exports from Brazil rose sharply while Peru reported a decline. The delegation travelled from Germany to Peru before the summit. Researchers in China collaborated with a team based in Poland. After leaving Egypt, the group spent three weeks in Germany. The documentary contrasted life in Egypt with that in Australia. Peru and Kenya signed a joint statement on trade. After leaving Chile, the group spent three weeks in Egypt. Mexico and Japan signed a joint statement on trade. The documentary contrasted life in Brazil with that in France. After leaving Egypt, the group spent three weeks in Poland. France and Peru signed a joint statement on trade. After leaving France, the group spent three weeks in Norway. Italy and China signed a joint statement on trade. Exports from China rose sharply while Italy reported a decline.","{""Argentina"": 1, ""Australia"": 1, ""Brazil"": 2, ""Canada"": 1, ""Chile"": 1, ""China"": 3, ""Egypt"": 4, ""France"": 3, ""Germany"": 2, ""Italy"": 2, ""Japan"": 1, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 5, ""Poland"": 2, ""Spain"": 1}"
78,16,"Brazil and Mexico signed a joint statement on trade. Researchers in Chile collaborated with a team based in Japan. After leaving India, the group spent three weeks in Japan. The delegation travelled from India to Chile before the summit. Argentina and Kenya signed a joint statement on trade. After leaving France, the group spent three weeks in Germany. The documentary contrasted life in Peru with that in Chile. Researchers in Greece collaborated with a team based in Peru. Researchers in Brazil collaborated with a team based in China. After leaving Argentina, the group spent three weeks in Poland. The documentary contrasted life in Japan with that in Egypt. After leaving Chile, the group spent three weeks in Brazil. After leaving Greece, the group spent three weeks in Argentina. The delegation travelled from France to Italy before the summit. Researchers in Norway collaborated with a team based in Canada. Exports from Argentina rose sharply while Japan reported a decline.","{""Argentina"": 4, ""Brazil"": 3, ""Canada"": 1, ""Chile"": 4, ""China"": 1, ""Egypt"": 1, ""France"": 2, ""Germany"": 1, ""Greece"": 2, ""India"": 2, ""Italy"": 1, ""Japan"": 4, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 1, ""Peru"": 2, ""Poland"": 1}"
79,16,"China and Sweden signed a joint statement on trade. After leaving Argentina, the group spent three weeks in Italy. After leaving Mexico, the group spent three weeks in Germany. The documentary contrasted life in Peru with that in Poland. The delegation travelled from Germany to Mexico before the summit. Exports from Japan rose sharply while Chile reported a decline. Researchers in Mexico collaborated with a team based in Spain. Researchers in Egypt collaborated with a team based in Sweden. The delegation travelled from Brazil to Peru before the summit. Sweden and Australia signed a joint statement on trade. After leaving Japan, the group spent three weeks in Mexico. The delegation travelled from Brazil to Sweden before the summit. The delegation travelled from China to Peru before the summit. Researchers in Norway collaborated with a team based in Australia. The delegation travelled from Egypt to France before the summit. After leaving Argentina, the group spent three weeks in Chile.","{""Argentina"": 2, ""Australia"": 2, ""Brazil"": 2, ""Chile"": 2, ""China"": 2, ""Egypt"": 2, ""France"": 1, ""Germany"": 2, ""Italy"": 1, ""Japan"": 2, ""Mexico"": 4, ""Norway"": 1, ""Peru"": 3, ""Poland"": 1, ""Spain"": 1, ""Sweden"": 4}"
80,16,"The documentary contrasted life in France with that in Peru. Exports from Chile rose sharply while Norway reported a decline. Japan and Egypt signed a joint statement on trade. Researchers in Mexico collaborated with a team based in Italy. The delegation travelled from India to China before the summit. Brazil and Australia signed a joint statement on trade. After leaving Greece, the group spent three weeks in Peru. After leaving Canada, the group spent three weeks in Kenya. The delegation travelled from Peru to Sweden before the summit. The documentary contrasted life in Spain with that in Argentina. The documentary contrasted life in Canada with that in China. The documentary contrasted life in Greece with that in Japan. Researchers in Spain collaborated with a team based in Germany. The documentary contrasted life in Canada with that in Peru. The delegation travelled from China to Peru before the summit. After leaving Norway, the group spent three weeks in France.","{""Argentina"": 1, ""Australia"": 1, ""Brazil"": 1, ""Canada"": 3, ""Chile"": 1, ""China"": 3, ""Egypt"": 1, ""France"": 2, ""Germany"": 1, ""Greece"": 2, ""India"": 1, ""Italy"": 1, ""Japan"": 2, ""Kenya"": 1, ""Mexico"": 1, ""Norway"": 2, ""Peru"": 5, ""Spain"": 2, ""Sweden"": 1}"
81,16,"After leaving Egypt, the group spent three weeks in France. After leaving Poland, the group spent three weeks in Australia. The documentary contrasted life in Chile with that in France. Researchers in Sweden collaborated with a team based in Poland. After leaving Egypt, the group spent three weeks in Norway. Researchers in Greece collaborated with a team based in Germany. After leaving Greece, the group spent three weeks in Egypt. Researchers in Poland collaborated with a team based in France. Australia and Japan signed a joint statement on trade. Exports from Norway rose sharply while Mexico reported a decline. After leaving Japan, the group spent three weeks in France. Exports from France rose sharply while Brazil reported a decline. The delegation travelled from Mexico to Sweden before the summit. Researchers in Kenya collaborated with a team based in Chile. After leaving Norway, the group spent three weeks in Spain. The delegation travelled from Argentina to Mexico before the summit.","{""Argentina"": 1, ""Australia"": 2, ""Brazil"": 1, ""Chile"": 2, ""Egypt"": 3, ""France"": 5, ""Germany"": 1, ""Greece"": 2, ""Japan"": 2, ""Kenya"": 1, ""Mexico"": 3, ""Norway"": 3, ""Poland"": 3, ""Spain"": 1, ""Sweden"": 2}"
82,16,"Researchers in Spain collaborated with a team based in Brazil. Exports from Spain rose sharply while Brazil reported a decline. The delegation travelled from Mexico to Norway before the summit. After leaving Chile, the group spent three weeks in Mexico. After leaving Italy, the group spent three weeks in Egypt. Researchers in Spain collaborated with a team based in Brazil. Peru and Australia signed a joint statement on trade. Researchers in Canada collaborated with a team based in Sweden. Exports from Brazil rose sharply while Spain reported a decline. The delegation travelled from Greece to Italy before the summit. After leaving Brazil, the group spent three weeks in Spain. The documentary contrasted life in Argentina with that in Chile. Spain and Sweden signed a joint statement on trade. Spain and Mexico signed a joint statement on trade. After leaving India, the group spent three weeks in Spain. Exports from Mexico rose sharply while Argentina reported a decline.","{""Argentina"": 2, ""Australia"": 1, ""Brazil"": 5, ""Canada"": 1, ""Chile"": 2, ""Egypt"": 1, ""Greece"": 1, ""India"": 1, ""Italy"": 2, ""Mexico"": 4, ""Norway"": 1, ""Peru"": 1, ""Spain"": 8, ""Sweden"": 2}"
83,16,"The documentary contrasted life in Australia with that in Kenya. After leaving Kenya, the group spent three weeks in Canada. The delegation travelled from Greece to Norway before the summit. Norway and France signed a joint statement on trade. Germany and Norway signed a joint statement on trade. The delegation travelled from Chile to Spain before the summit. The documentary contrasted life in Sweden with that in Norway. Exports from Australia rose sharply while Chile reported a decline. The delegation travelled from Mexico to Norway before the summit. The delegation travelled from Brazil to Chile before the summit. Kenya and Norway signed a joint statement on trade. The documentary contrasted life in Peru with that in Canada. Researchers in Canada collaborated with a team based in Australia. Exports from Greece rose sharply while China reported a decline. Norway and Kenya signed a joint statement on trade. After leaving China, the group spent three weeks in Kenya.","{""Australia"": 3, ""Brazil"": 1, ""Canada"": 3, ""Chile"": 3, ""China"": 2, ""France"": 1, ""Germany"": 1, ""Greece"": 2, ""Kenya"": 5, ""Mexico"": 1, ""Norway"": 7, ""Peru"": 1, ""Spain"": 1, ""Sweden"": 1}"
